name	TF_name	count
cardiac_neuro_cava_random:ANK2|ENSG00000145362.21|EH38E2320863_fwd_tile1-1	KDM4C	1
cardiac_neuro_cava_random:ANK2|ENSG00000145362.21|EH38E2320863_fwd_tile1-1	KLF13	1
cardiac_neuro_cava_random:ANK2|ENSG00000145362.21|EH38E2320863_fwd_tile1-1	NFATC3	1
cardiac_neuro_cava_random:ANK2|ENSG00000145362.21|EH38E2320863_fwd_tile1-1	PRDM6	1
cardiac_neuro_cava_random:ANK2|ENSG00000145362.21|EH38E2320863_fwd_tile1-1	SP7	1
cardiac_neuro_cava_random:ANK2|ENSG00000145362.21|EH38E2320863_fwd_tile1-1	SPI1	1
cardiac_neuro_cava_random:ANK2|ENSG00000145362.21|EH38E2320863_fwd_tile1-1	SPIB	1
cardiac_neuro_cava_random:ANK2|ENSG00000145362.21|EH38E2320863_fwd_tile1-1	ZBTB44	1
cardiac_neuro_cava_random:ANK2|ENSG00000145362.21|EH38E2320863_fwd_tile1-1	ZNF695	1
cardiac_neuro_cava_random:ANK2|ENSG00000145362.21|EH38E2320863_fwd_tile1-1	ZSCAN16	1
cardiac_neuro_cava_random:ANK2|ENSG00000145362.21|EH38E3600503_fwd_tile1-1	CHD7	1
cardiac_neuro_cava_random:ANK2|ENSG00000145362.21|EH38E3600503_fwd_tile1-1	ELF1	1
cardiac_neuro_cava_random:ANK2|ENSG00000145362.21|EH38E3600503_fwd_tile1-1	EOMES	1
cardiac_neuro_cava_random:ANK2|ENSG00000145362.21|EH38E3600503_fwd_tile1-1	FLI1	1
cardiac_neuro_cava_random:ANK2|ENSG00000145362.21|EH38E3600503_fwd_tile1-1	FOS	1
cardiac_neuro_cava_random:ANK2|ENSG00000145362.21|EH38E3600503_fwd_tile1-1	GABPB1	1
cardiac_neuro_cava_random:ANK2|ENSG00000145362.21|EH38E3600503_fwd_tile1-1	HDAC3	1
cardiac_neuro_cava_random:ANK2|ENSG00000145362.21|EH38E3600503_fwd_tile1-1	JUN	1
cardiac_neuro_cava_random:ANK2|ENSG00000145362.21|EH38E3600503_fwd_tile1-1	JUND	1
cardiac_neuro_cava_random:ANK2|ENSG00000145362.21|EH38E3600503_fwd_tile1-1	LMO2	1
cardiac_neuro_cava_random:ANK2|ENSG00000145362.21|EH38E3600503_fwd_tile1-1	MYOD1	1
cardiac_neuro_cava_random:ANK2|ENSG00000145362.21|EH38E3600503_fwd_tile1-1	NANOG	1
cardiac_neuro_cava_random:ANK2|ENSG00000145362.21|EH38E3600503_fwd_tile1-1	NEUROD1	1
cardiac_neuro_cava_random:ANK2|ENSG00000145362.21|EH38E3600503_fwd_tile1-1	NFIC	1
cardiac_neuro_cava_random:ANK2|ENSG00000145362.21|EH38E3600503_fwd_tile1-1	NUTM1	1
cardiac_neuro_cava_random:ANK2|ENSG00000145362.21|EH38E3600503_fwd_tile1-1	SMAD2-3	1
cardiac_neuro_cava_random:ANK2|ENSG00000145362.21|EH38E3600503_fwd_tile1-1	SMAD3	1
cardiac_neuro_cava_random:ANK2|ENSG00000145362.21|EH38E3600503_fwd_tile1-1	SMARCA4	1
cardiac_neuro_cava_random:ANK2|ENSG00000145362.21|EH38E3600503_fwd_tile1-1	SMARCC1	1
cardiac_neuro_cava_random:ANK2|ENSG00000145362.21|EH38E3600503_fwd_tile1-1	SOX8	1
cardiac_neuro_cava_random:ANK2|ENSG00000145362.21|EH38E3600503_fwd_tile1-1	SPI1	1
cardiac_neuro_cava_random:ANK2|ENSG00000145362.21|EH38E3600503_fwd_tile1-1	T	1
cardiac_neuro_cava_random:ANK2|ENSG00000145362.21|EH38E3600503_fwd_tile1-1	YY1	1
cardiac_neuro_cava_random:ANK2|ENSG00000145362.21|EH38E3600503_fwd_tile1-1	ZNF263	1
cardiac_neuro_cava_random:ANK3|ENSG00000151150.22|EH38E1470628_rev_tile1-1	BHLHE40	1
cardiac_neuro_cava_random:ANK3|ENSG00000151150.22|EH38E1470628_rev_tile1-1	CEBPA	1
cardiac_neuro_cava_random:ANK3|ENSG00000151150.22|EH38E1470628_rev_tile1-1	CEBPB	1
cardiac_neuro_cava_random:ANK3|ENSG00000151150.22|EH38E1470628_rev_tile1-1	NCAPH2	1
cardiac_neuro_cava_random:ANK3|ENSG00000151150.22|EH38E1470628_rev_tile1-1	OLIG2	1
cardiac_neuro_cava_random:ANK3|ENSG00000151150.22|EH38E1470628_rev_tile1-1	SMARCA4	1
cardiac_neuro_cava_random:ANK3|ENSG00000151150.22|EH38E1470946_rev_tile1-1	FLI1	1
cardiac_neuro_cava_random:ANK3|ENSG00000151150.22|EH38E1470946_rev_tile1-1	HOXB13	1
cardiac_neuro_cava_random:ANK3|ENSG00000151150.22|EH38E1470946_rev_tile1-1	SMARCA2	1
cardiac_neuro_cava_random:ANK3|ENSG00000151150.22|EH38E1470946_rev_tile1-1	SMARCA4	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838050_rev_tile1-1	ATF1	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838050_rev_tile1-1	ATF3	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838050_rev_tile1-1	BACH2	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838050_rev_tile1-1	BCL6	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838050_rev_tile1-1	BRD4	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838050_rev_tile1-1	CTBP1	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838050_rev_tile1-1	EGR1	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838050_rev_tile1-1	FOS	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838050_rev_tile1-1	GATA6	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838050_rev_tile1-1	HDGF	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838050_rev_tile1-1	JUNB	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838050_rev_tile1-1	JUND	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838050_rev_tile1-1	MAF	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838050_rev_tile1-1	MAFG	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838050_rev_tile1-1	MAFK	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838050_rev_tile1-1	MRTFB	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838050_rev_tile1-1	NFATC1	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838050_rev_tile1-1	NFATC2	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838050_rev_tile1-1	NFE2	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838050_rev_tile1-1	NFE2L2	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838050_rev_tile1-1	OSR2	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838050_rev_tile1-1	PAF1	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838050_rev_tile1-1	PBX3	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838050_rev_tile1-1	PGR	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838050_rev_tile1-1	PRDM10	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838050_rev_tile1-1	PROX1	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838050_rev_tile1-1	RBPJ	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838050_rev_tile1-1	SMARCA4	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838050_rev_tile1-1	SOX2	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838050_rev_tile1-1	SUPT5H	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838050_rev_tile1-1	TERF1	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838050_rev_tile1-1	ZBTB33	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838050_rev_tile1-1	ZBTB6	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838050_rev_tile1-1	ZEB2	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838050_rev_tile1-1	ZNF324	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838050_rev_tile1-1	ZNF554	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	AR	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	ARID4A	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	ARNTL	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	ATF3	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	BCL11A	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	BHLHE40	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	BRD4	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	CCAR2	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	CDK8	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	CDKN1B	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	CEBPD	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	CHD1	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	CHD7	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	CREB1	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	CREM	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	CTBP1	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	CTCF	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	DMAP1	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	ELF1	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	EP300	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	ESR1	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	ESRRA	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	ETS1	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	FEZF1	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	FIP1L1	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	FOXA1	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	FOXA2	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	FOXJ3	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	FOXK1	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	FOXP1	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	FOXP4	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	GABPA	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	GLIS1	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	HBP1	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	HDAC1	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	HDAC2	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	HIVEP1	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	HMGXB4	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	HNF1B	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	HNF4A	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	HNF4G	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	HNRNPH1	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	HOXA3	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	IKZF1	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	IRF2BP2	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	ISL2	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	JUND	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	KAT7	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	KDM3A	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	KDM5B	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	KLF6	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	KMT2A	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	LIN54	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	MAX	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	MED1	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	MLX	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	MNX1	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	MTA1	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	MXD4	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	MXI1	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	MYBL2	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	MYC	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	NCOA1	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	NCOA2	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	NCOR1	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	NEUROG2	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	NFIC	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	NFKBIZ	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	NFYA	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	NFYB	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	NFYC	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	NKX2-5	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	NR2C1	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	NR2C2	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	NR2F1	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	NR2F2	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	NR2F6	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	NR3C1	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	NRIP1	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	PAXIP1	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	PBX2	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	PHF21A	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	PHF5A	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	PHF8	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	PKNOX1	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	POU4F2	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	PPARG	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	PRDM10	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	PRPF4	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	RAD21	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	RBM39	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	RCOR1	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	REST	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	RFXAP	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	RXR	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	RXRA	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	SFPQ	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	SIN3A	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	SKI	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	SMAD1	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	SMAD3	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	SMAD4	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	SMARCA2	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	SMARCA4	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	SMC1A	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	SMC3	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	SOX2	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	SOX6	1
cardiac_neuro_cava_random:ANKRD11|ENSG00000167522.17|EH38E1838135_rev_tile1-1	SP1	1
